gyan_id,user_id,submission_date,link,category
268,88,2020-01-21,https://www.linkedin.com/posts/google_a-new-certificate-to-help-people-grow-careers-activity-6624023173274972160--C4_,Python
269,101,2020-01-21,https://youtu.be/S7h-YGnNpfo,Robotics
270,85,2020-01-21,https://fortune.com/longform/hr-technology-ai-hiring-recruitment/,"Artificial Intelligence"
274,86,2020-01-21,https://www.taxscan.in/icsi-conduct-certificate-course-data-analytics-association-ibm/45383/,"Data Analytics"
275,40,2020-01-21,https://apnews.com/c15e8dca7555b3280dc62e8e7d9ce8a5,"Artificial Intelligence"
276,103,2020-01-22,https://www.the-scientist.com/news-opinion/ai-app-identifies-rare-genetic-disorders-from-photos-of-patient-faces-65295,"Artificial Intelligence"
277,74,2020-01-22,https://towardsdatascience.com/am-i-training-my-machine-learning-models-or-are-they-training-me-5bd7fcb1a0e,"Machine Learning"
280,87,2020-01-22,https://www.sciencedaily.com/releases/2020/01/200116101157.htm,"Deep Learning"
281,89,2020-01-22,https://www.linkedin.com/posts/google_google-careers-activity-6622886100019085313-uYTj,General
282,88,2020-01-22,https://www.linkedin.com/posts/google_newyear-activity-6616020913366413312-NUCq,General
283,67,2020-01-22,https://youtu.be/SXbphD5WIw0,Python
284,76,2020-01-22,https://hbr.org/2019/07/3-questions-hiring-managers-want-you-to-answer?utm_medium=social&utm_source=linkedin&utm_campaign=hbr,General
285,83,2020-01-22,https://www.gsmarena.com/google_has_3_new_conceptual_apps_that_could_help_reduce_phone_addiction-news-41133.php,Tools
286,104,2020-01-22,https://towardsdatascience.com/pandas-makes-python-better-ec6cc1e30233,Python
287,29,2020-01-22,https://towardsdatascience.com/10-git-commands-that-will-get-you-started-right-now-94d814761919?source=extreme_main_feed---------0-59--------------------0d59e3ee_0ed3_40e9_ab3b_8308f6e59b62--5,"Deep Learning"
288,75,2020-01-22,https://stackabuse.com/speeding-up-arduino/,Robotics
292,101,2020-01-22,https://youtu.be/wxStlzunxCw,General
293,78,2020-01-22,https://www.slashgear.com/google-launches-experimental-digital-wellbeing-android-apps-21607350/amp/,Resource
295,82,2020-01-22,https://magenta.tensorflow.org/ddsp,"Deep Learning"
296,95,2020-01-22,https://www.techrepublic.com/article/average-it-salary-hits-record-113639-in-us-due-to-these-certifications/,Career
297,93,2020-01-22,https://www.infoworld.com/article/3241107/julia-vs-python-which-is-best-for-data-science.html,"Data Science"
298,94,2020-01-22,"https://www.futurelearn.com › steps Glossary of terms - Begin Robotics - FutureLearn",Robotics
299,81,2020-01-22,https://newsroom.intel.com/news-releases/media-alert-ces-2020-intel-highlights-positive-global-impact-ai-autonomous-driving-intelligence-driven-computing/?linkId=100000009950147#gs.tijk8a,"Artificial Intelligence"
300,77,2020-01-22,https://towardsdatascience.com/logistic-regression-using-gradient-descent-optimizer-in-python-485148bd3ff2,"Machine Learning"
301,79,2020-01-22,http://news.mit.edu/2019/machine-learning-sales-ebay-translation-1220,General
302,73,2020-01-22,https://www.indiatoday.in/science/story/gaganyaan-vyommitra-talking-humanoid-isro-space-1639077-2020-01-22,Robotics
303,96,2020-01-22,https://eandt.theiet.org/content/articles/2020/01/google-ceo-backs-gdpr-says-privacy-should-not-be-a-luxury/,General
304,102,2020-01-22,https://www.indiatimes.com/technology/news/isro-chief-unveils-vyomitra-humanoid-robot-reveals-plans-for-gaganyaan-and-chandrayaan-3-504770.html,"Artificial Intelligence"
305,44,2020-01-22,https://www.livemint.com/news/india/swiggy-explains-why-its-online-food-price-might-be-higher-than-restaurant-rates/amp-11579583470706.html,General
306,85,2020-01-22,https://www.financialexpress.com/industry/ai-and-data-analytics-are-a-part-of-every-loan-sanctioned-at-clix-katerina-folkman-head-of-ai-and-analytics-clix-capital/1830788/,"Data Science"
307,68,2020-01-22,https://www.theverge.com/2020/1/21/21075920/facebook-oculus-business-go-dropped-vr-headset-support-quest,General
308,38,2020-01-22,https://towardsdatascience.com/perceptron-learning-algorithm-d5db0deab975,"Artificial Intelligence"
311,105,2020-01-22,https://economictimes.indiatimes.com/topic/Analytics-and-Data-Science,"Data Analytics"
312,80,2020-01-22,https://artificialintelligence-news.com/2020/01/10/intel-examines-ai-recognise-faces-thermal-imaging/,General
315,90,2020-01-22,https://into.ai/blog/news-stories/ubers-synthetic-training-data-speeds-up-deep-learning-by-9x/,"Machine Learning"
318,40,2020-01-22,https://www.theverge.com/2020/1/20/21073682/ai-regulation-google-alphabet-ceo-sundar-pichai,"Artificial Intelligence"
319,84,2020-01-22,https://towardsdatascience.com/what-i-learned-from-writing-a-data-science-article-every-week-for-a-year-201c0357e0ce,General
320,9,2020-01-22,https://towardsdatascience.com/build-a-recommender-system-yelp-rating-prediction-example-collaborative-filtering-28a6e48a8cc?source=collection_home---4------2-----------------------,"Data Science"
323,69,2020-01-22,https://www.progress.com/blogs/10-must-read-data-technology-articles-from-january-2017,"Data Science"
324,45,2020-01-23,https://towardsdatascience.com/googles-new-explainable-ai-xai-service-83a7bc823773,General
325,83,2020-01-23,https://www.theverge.com/2020/1/21/21075200/podcast-amd-ceo-lisa-su-interview-ryzen-chips-ces-2020-vergecast-intel,General
326,103,2020-01-23,https://www.the-scientist.com/news-opinion/ai-object-recognition-system-operates-at-speed-of-light--64569,"Artificial Intelligence"
327,95,2020-01-23,https://economictimes.indiatimes.com/jobs/97000-posts-in-analytics-and-data-vacant-in-2019-claims-report/articleshow/73394097.cms,Career
328,96,2020-01-23,https://hackernoon.com/6-reasons-why-javascripts-async-await-blows-promises-away-tutorial-c7ec10518dd9?source=ifttt--------------1&fbclid=IwAR3OrtvohZ9falgBb51Q0jTqZERBAlbGFPO6G5H4yiE0oIpOqW-McSHsg7E,General
330,74,2020-01-23,https://m.techxplore.com/news/2020-01-ai-technique-function-reward-pathways.html,"Artificial Intelligence"
331,94,2020-01-23,"https://bestresumeobjectiveexamples.com › ... Web results Top 22 Entry-Level Resume Objective Examples You Can Use | Best Resume ...",Career
332,35,2020-01-23,https://towardsdatascience.com/edge-detection-in-python-a3c263a13e03,Python
333,88,2020-01-23,https://www.linkedin.com/posts/satyaki-saha-284b2219b_python-analytics-datascience-activity-6625972989630472192-5OCV,Python
334,87,2020-01-23,https://realpython.com/python-lambda/,Python
335,76,2020-01-23,https://m.hindustantimes.com/education/facebook-announces-1000-vacancies-for-engineer-product-developer-and-others/story-bPwfbXycTtxPy2hzhUNGwJ_amp.html,Career
336,82,2020-01-23,https://towardsdatascience.com/mastering-linear-algebra-in-tensorflow-part1-input-layer-e0480a8d69bf,"Deep Learning"
337,89,2020-01-23,https://www.cxotv.news/2020/01/17/artificial-glucose-sensing-with-an-algorithm-dr-bansi-saboo-chief-diabetologist-chairman-diabetes-care-hormone-clinic/,General
338,101,2020-01-23,https://www.mendix.com/examples-of-iot-applications/,General
339,73,2020-01-23,https://www.infoworld.com/article/3452666/python-overtakes-java-on-github.html,Python
340,84,2020-01-23,https://www.newscientist.com/article/mg24332500-800-ai-can-predict-your-future-behaviour-with-powerful-new-simulations/,"Artificial Intelligence"
341,38,2020-01-23,https://medium.com/neurohive-computer-vision/new-datasets-for-3d-human-pose-estimation-45cd320e37bd,"Artificial Intelligence"
342,81,2020-01-23,https://financialit.net/blog/cyber-security/cyber-security-trends-2020,General
345,86,2020-01-23,https://timesofindia.indiatimes.com/business/india-business/india-likely-to-see-62-rise-in-data-science-job-openings-in-2020/articleshow/73479201.cms,"Data Science"
346,77,2020-01-23,https://towardsdatascience.com/this-google-scientist-teaches-ai-to-build-better-ai-8a8fcf6ea6b8,"Artificial Intelligence"
347,104,2020-01-23,http://news.mit.edu/2020/artificial-intelligence-digital-maps-0123,"Artificial Intelligence"
348,102,2020-01-23,https://www.popularmechanics.com/technology/robots/a30564900/pigeonbot-future-of-flight/,Robotics
349,79,2020-01-23,http://news.mit.edu/2020/tool-how-fast-code-run-chip-0106,General
350,53,2020-01-23,https://elitedatascience.com/machine-learning-projects-for-beginners,"Machine Learning"
351,43,2020-01-23,https://www.google.com/amp/s/tech.economictimes.indiatimes.com/amp/news/technology/data-science-roles-to-see-over-a-lakh-job-openings-this-year/73388613,Career
352,93,2020-01-23,https://youtu.be/S5t6K9iwcdw,"Artificial Intelligence"
353,67,2020-01-23,https://youtu.be/6CEgbaBMQJg,"Data Science"
354,72,2020-01-23,https://www.dummies.com/business/marketing/social-media-marketing/the-benefits-of-using-linkedin/,Career
355,105,2020-01-23,https://economictimes.indiatimes.com/tech/internet/cos-likely-to-extensively-use-ai-to-deal-with-cyberattacks-says-study/articleshow/73229445.cms,General
356,68,2020-01-23,https://www.gadgetsnow.com/tech-news/researchers-from-iit-madras-and-kit-germany-develop-cathode-materials-for-ion-batteries/articleshow/73556969.cms,General
357,75,2020-01-23,https://digital.hbs.edu/platform-rctom/submission/valve-using-machine-learning-and-deep-learning-to-catch-cheaters-on-csgo-794-words/,"Artificial Intelligence"
358,78,2020-01-23,https://pharmaphorum.com/news/poor-data-hindering-machine-learning-in-drug-rd/,"Machine Learning"
359,40,2020-01-23,https://towardsdatascience.com/5-things-academics-need-to-know-when-they-become-data-scientists-591d078e6ef6,"Data Science"
360,80,2020-01-23,https://www.sciencedaily.com/releases/2020/01/200108123149.htm,General
361,6,2020-01-24,https://www.freecodecamp.org/news/freelance-web-developer-guide/,Career
362,76,2020-01-24,https://www.phoronix.com/scan.php?page=news_item&px=AMD-Intel-2010s-Kernel-Contrib,General
363,21,2020-01-24,https://medium.com/free-code-camp/bet-you-cant-solve-this-google-interview-question-4a6e5a4dc8ee,General
364,95,2020-01-24,https://yourstory.com/socialstory/2020/01/mumbai-based-salaam-bombay-foundation-skill-at-school-robotics,Robotics
365,67,2020-01-24,"https://www.w3schools.com › whatis Web results What is Full Stack - W3Schools",General
366,74,2020-01-24,https://www.theregister.co.uk/2020/01/21/ai_kaggle_contest_cheat/,"Artificial Intelligence"
367,103,2020-01-24,https://www.the-scientist.com/the-nutshell/deep-learning-allows-for-cell-analysis-without-labeling-30252,"Deep Learning"
368,96,2020-01-24,https://eandt.theiet.org/content/articles/2020/01/robots-could-harness-ai-to-master-sandwich-making/,General
369,88,2020-01-24,https://www.linkedin.com/posts/amazon_max-o-tells-us-about-managing-a-team-of-ugcPost-6625133477589319680-gVCX,General
370,48,2020-01-24,https://www.dataquest.io/blog/what-is-a-data-engineer/,General
371,104,2020-01-24,https://www.nature.com/articles/s41598-020-57974-z,"Machine Learning"
375,83,2020-01-24,https://www.oreilly.com/radar/where-programming-languages-are-headed-in-2020/,General
376,35,2020-01-24,https://www.mindtools.com/selfconf.html,Career
379,89,2020-01-24,https://www.linkedin.com/posts/intel-corporation_ces2020-ai-intelces2020-activity-6620091474669371392-ePP5,General
380,90,2020-01-24,https://www.thestar.com.my/tech/tech-news/2020/01/23/google-ceo-thinks-ai-will-be-more-a-profound-change-than-fire,"Artificial Intelligence"
381,84,2020-01-24,https://instagram-engineering.com/powered-by-ai-instagrams-explore-recommender-system-7ca901d2a882,"Machine Learning"
382,44,2020-01-24,https://www.metrorailnews.info/job/gmr-is-hiring-mechanical-engineer-for-hyderabad-airport-project/,Career
383,70,2020-01-24,https://tech.economictimes.indiatimes.com/news/internet/hopeful-all-countries-will-come-together-on-ai-regulations-sundar-pichai/73520992,"Artificial Intelligence"
384,82,2020-01-24,https://towardsdatascience.com/what-is-gradient-accumulation-in-deep-learning-ec034122cfa,"Deep Learning"
385,75,2020-01-24,https://medium.com/sciforce/machine-learning-in-agriculture-applications-and-techniques-6ab501f4d1b5,"Artificial Intelligence"
386,72,2020-01-24,https://blog.udacity.com/2016/04/5-skills-you-need-to-become-a-machine-learning-engineer.html,"Machine Learning"
387,85,2020-01-24,https://www.vice.com/en_us/article/m7qezx/kaggle-data-science-community-rocked-by-pet-adoption-contest-cheating-scandal,"Artificial Intelligence"
388,68,2020-01-24,https://www.gadgetsnow.com/tech-news/heres-another-proof-of-apple-car-plans/articleshow/73581309.cms,General
389,53,2020-01-24,https://www.independent.co.uk/life-style/gadgets-and-tech/news/earth-ghost-particles-geoneutrinos-borexino-detector-a9298426.html,Resource
390,29,2020-01-24,https://www.quora.com/What-are-the-most-interesting-things-about-being-a-data-scientist,General
393,80,2020-01-24,https://www.independent.co.uk/life-style/gadgets-and-tech/news/ai-artificial-intelligence-dangerous-text-gpt2-elon-musk-a9192121.html,"Artificial Intelligence"
394,94,2020-01-24,"towardsdatascience.com Web results The Complete Beginners Guide to Deep Learning","Deep Learning"
395,69,2020-01-24,https://hackernoon.com/message-moderation-system-ac9472962bf,"Machine Learning"
397,102,2020-01-24,https://www.technologyreview.com/f/614932/emotion-recognition-technology-should-be-banned-says-ai-research-institute/,"Artificial Intelligence"
398,78,2020-01-24,https://towardsdatascience.com/google-just-published-25-million-free-datasets-d83940e24284,Resource
399,86,2020-01-24,https://techcrunch.com/2020/01/23/cortex-labs-helps-data-scientists-deploy-machine-learning-models-in-the-cloud/,"Machine Learning"
400,73,2020-01-24,https://www.forbes.com/sites/mariyayao/2020/01/22/what-are--important-ai--machine-learning-trends-for-2020/,General
401,43,2020-01-24,https://yourstory.com/2020/01/data-science-careers-india-startups,Career
402,38,2020-01-24,https://www.analyticbridge.datasciencecentral.com/group/books/forum/topics/book-an-introduction-to-statistical-learning-using-r,Resource
403,105,2020-01-24,https://economictimes.indiatimes.com/tech/internet/you-could-get-to-use-a-5g-phone-as-soon-as-feb/articleshow/73573297.cms,General
404,79,2020-01-24,https://artificialintelligence-news.com/2020/01/21/google-ceo-sensible-ai-regulation-limit-potential/,"Artificial Intelligence"
407,93,2020-01-24,https://tech.economictimes.indiatimes.com/amp/news/technology/human-beings-are-unable-to-connect-with-artificial-intelligence-pranav-mistry/73560435,"Artificial Intelligence"
408,101,2020-01-24,https://www.kdnuggets.com/2016/08/reinforcement-learning-internet-things.html,"Machine Learning"
409,87,2020-01-24,https://www.datacamp.com/community/blog/data-scientist-vs-data-engineer,"Data Science"
410,40,2020-01-24,https://www.thehindu.com/news/cities/Visakhapatnam/iot-enabled-towers-may-house-key-administrative-buildings/article30619452.ece,"Machine Learning"
411,103,2020-01-25,https://www.the-scientist.com/image-of-the-day/image-of-the-day--bad-behavior-65202,"Deep Learning"
412,67,2020-01-25,"https://mml-book.github.io › ...PDF Web results book "Mathematics for Machine Learning"",Mathematics
413,74,2020-01-25,https://towardsdatascience.com/how-a-passion-for-numbers-turned-this-mechanical-engineer-into-a-kaggle-grandmaster-8b1ae218afc,General
414,48,2020-01-25,https://onezero.medium.com/amazon-and-google-are-practically-giving-away-smart-speakers-heres-why-56f0e50bd95c,General
415,89,2020-01-25,https://electrek.co/2020/01/24/tesla-software-update-2020/,General
416,76,2020-01-25,https://towardsdatascience.com/how-i-went-from-zero-coding-skills-to-data-scientist-in-6-months-c2207b65f2f3,"Data Science"
417,82,2020-01-25,https://www.theverge.com/platform/amp/2020/1/24/21080424/google-search-result-ads-desktop-favicon-redesign-backtrack-controversial-experiment,Tools
418,35,2020-01-25,https://www.edureka.co/blog/10-reasons-why-big-data-analytics-is-the-best-career-move,General
419,29,2020-01-25,https://www.quora.com/Are-you-a-self-made-data-scientist-How-did-you-do-it,"Data Science"
420,68,2020-01-25,https://www.independent.co.uk/life-style/gadgets-and-tech/news/space-astronomy-star-superluminous-supernovae-explained-brightest-universe-a9300856.html,General
421,69,2020-01-25,https://openai.com/blog/musenet/,General
422,83,2020-01-25,https://www.livescience.com/fruit-fly-high-resolution-brain-connectivity.html,General
423,32,2020-01-25,https://www.sas.com/en_in/insights/analytics/machine-learning.html,"Machine Learning"
424,72,2020-01-25,https://www.quora.com/Why-did-you-learn-Machine-Learning,"Machine Learning"
425,81,2020-01-25,http://news.mit.edu/2020/artificial-intelligence-digital-maps-0123?fbclid=IwAR2ra-WbcBbSe1MWYkQ4KfH9ojlt80fe8X5LGHA7bxbPWmy8QSS90AGytd0,"Artificial Intelligence"
426,45,2020-01-25,https://towardsdatascience.com/handling-imbalanced-datasets-in-machine-learning-7a0e84220f28,"Machine Learning"
427,94,2020-01-25,"https://www.wrike.com › blog Web results What Is Resource Management & Why Is It Important? - Wrike",Resource
428,96,2020-01-25,https://eandt.theiet.org/content/articles/2020/01/microsoft-discloses-security-breach-affecting-250-million-customers/,General
429,77,2020-01-25,https://towardsdatascience.com/predict-daily-electric-consumption-with-neural-networks-8ba59471c1d,"Deep Learning"
430,44,2020-01-25,https://www.ghacks.net/2020/01/24/microsoft-releases-kb4534321-and-kb4534308-for-windows-10-version-1809-and-1803/,General
431,38,2020-01-25,https://towardsdatascience.com/highest-rated-ml-projects-on-github-694486293512,"Machine Learning"
432,75,2020-01-25,https://www.smartdatacollective.com/how-cloud-computing-and-robotics-play-role-in-industrial-automation/amp/,Robotics
433,53,2020-01-25,"From Discover on Google https://www.livescience.com/physicists-drop-objects-satellite-prove-galileo-correct.html",Career
434,78,2020-01-25,http://bwpeople.businessworld.in/article/Tomorrow-s-Workplace-Humans-And-AI-Co-existing-As-Colleagues/25-01-2020-182461/,"Artificial Intelligence"
435,102,2020-01-25,https://www.nature.com/articles/d41586-020-00160-y,"Artificial Intelligence"
436,43,2020-01-25,https://thenextweb.com/podium/2020/01/24/get-ready-for-the-emergence-of-ai-as-a-service/,"Artificial Intelligence"
437,39,2020-01-25,https://www.analyticsinsight.net/neural-architecture-and-automl-technology/,"Machine Learning"
438,70,2020-01-25,https://www.forbes.com/sites/amirhusain/2020/01/24/seeing-a-better-future-for-ai/#12fb0fa01347,"Artificial Intelligence"
439,85,2020-01-25,https://time.com/5769005/ai-white-collar-work/,"Artificial Intelligence"
440,86,2020-01-25,https://www.zdnet.com/article/artificial-intelligence-works-its-way-into-supply-chains/,"Artificial Intelligence"
441,73,2020-01-25,https://www.marketingtechnews.net/news/2019/jul/30/why-ai-should-not-be-treated-kpi-marketers-right-now/,General
442,95,2020-01-25,https://www.predictiveanalyticsworld.com/machinelearningtimes/the-4-hottest-trends-in-data-science-for-2020/10738/,"Data Science"
443,90,2020-01-25,https://towardsdatascience.com/an-overview-of-time-series-forecasting-models-a2fa7a358fcb,"Artificial Intelligence"
444,105,2020-01-25,https://www.firstpost.com/tech/news-analysis/mexican-mathematician-solves-decades-old-mathematical-problem-that-could-revolutionize-lens-design-7131481.html,Mathematics
445,88,2020-01-25,https://www.linkedin.com/posts/adobe_ai-moves-up-the-value-chain-from-productivity-activity-6625492124936867840-04Qq,General
446,11,2020-01-25,https://dzone.com/articles/a-complete-guide-to-math-and-statistics-for-data-s,Mathematics
447,40,2020-01-25,https://towardsdatascience.com/introducing-julia-an-alternative-to-python-and-r-for-data-science-dcbf98346253,"Data Science"
448,93,2020-01-25,https://timesofindia.indiatimes.com/spotlight/demand-for-machine-learning-ai-professionals-rising-in-india-heres-how-you-can-fill-the-gap/articleshow/70344655.cms,"Machine Learning"
449,104,2020-01-25,https://medium.com/@iampris7/comparative-study-between-different-data-based-job-556c17613293,"Data Science"
450,87,2020-01-25,https://www.edureka.co/blog/how-to-become-a-machine-learning-engineer/#z9,"Machine Learning"
451,84,2020-01-25,https://towardsdatascience.com/six-recommendations-for-aspiring-data-scientists-93d12aeb9b9,"Data Science"
452,68,2020-01-26,https://www.simplilearn.com/importance-of-machine-learning-for-data-scientists-article,General
454,53,2020-01-26,"From Discover on Google https://devblogs.microsoft.com/cppblog/cmake-linux-targeting-and-intellisense-improvements-in-visual-studio-2019-version-16-5-preview-2/",General
455,89,2020-01-26,https://theblog.adobe.com/ai-moving-up-the-value-chain/?scid=871ec89b-4b94-47fe-a683-7649c665bfa9&mv=social&mv2=owned_social,General
456,78,2020-01-26,https://www.slashgear.com/google-and-jrc-release-worlds-highest-res-map-of-a-brain-23607573/,"Artificial Intelligence"
457,88,2020-01-26,https://www.linkedin.com/posts/tata-consultancy-services_manufacturers-analytics-shopfloor-activity-6620196639204302848-7sqN,General
458,48,2020-01-26,https://towardsdatascience.com/10-machine-learning-methods-that-every-data-scientist-should-know-3cc96e0eeee9,"Machine Learning"
459,35,2020-01-26,https://virtualspeech.com/blog/speak-with-confidence-in-public,Career
460,76,2020-01-26,https://medium.com/@ritikverma_56660/fascinated-by-the-word-data-confused-with-numerous-career-field-related-to-data-8016cd24a6bc,"Data Science"
461,82,2020-01-26,https://towardsdatascience.com/do-you-speak-python-5dcfa9bb1fbe,Python
462,103,2020-01-26,https://www.the-scientist.com/news-opinion/ai-networks-generate-super-resolution-from-basic-microscopy-65219,"Artificial Intelligence"
463,96,2020-01-26,https://medium.com/@nickcapurso/a-tutorial-on-git-and-github-from-installation-to-pull-requests-7f158faf2695,General
464,83,2020-01-26,https://medium.com/@sanaayousuf495/data-science-data-analytics-data-engineering-and-machine-learning-are-growing-at-an-fcd7fbf2bba,General
465,70,2020-01-26,https://medium.com/@sagar1999sarkarcse/different-type-of-job-roles-in-data-science-5f3953621ab5,"Data Science"
466,74,2020-01-26,https://medium.com/mit-technology-review/this-is-why-a-i-has-yet-to-reshape-most-businesses-2f029d83b8d5,"Artificial Intelligence"
467,79,2020-01-26,https://artificialintelligence-news.com/2020/01/10/ai-crash-course-book-extract-exploring-the-principles-of-reinforcement-learning/,General
469,104,2020-01-26,https://www.wired.com/story/artist-refik-anadol-turns-data-art-help-ai/,"Artificial Intelligence"
470,75,2020-01-26,https://www.bbc.com/news/technology-47555588,"Artificial Intelligence"
471,94,2020-01-26,https://techcrunch.com/2020/01/20/soft-robotics-raises-23-million-from-investors-including-industrial-robot-giant-fanuc/,Robotics
472,81,2020-01-26,https://www.forbes.com/sites/simonchandler/2020/01/20/how-artificial-intelligence-will-make-decisions-in-tomorrows-wars/?fbclid=IwAR0_JMnCrrJMVF7c1SW2RrtCy14FTGsSB5G9-b5jaa-0ZTydVwc5-dMBTDc#63eee3e34e01,"Artificial Intelligence"
473,72,2020-01-26,http://www.klientsolutech.com/why-blogging-is-important-for-everyone/,General
474,86,2020-01-26,https://www.techrepublic.com/article/oracle-using-data-science-to-give-retailers-an-intelligence-edge/,"Data Science"
475,90,2020-01-26,https://towardsdatascience.com/this-is-the-architecture-powering-machine-learning-at-linkedin-c8d8da29bbf1,"Machine Learning"
476,69,2020-01-26,https://www.ncbi.nlm.nih.gov/m/pubmed/15478601/?i=3&from=/1367939/related,"Artificial Intelligence"
477,95,2020-01-26,https://cleantechnica.com/2020/01/25/researchers-in-us-china-use-machine-learning-to-make-better-solar-panels/,"Machine Learning"
478,73,2020-01-26,https://cleantechnica.com/2020/01/25/birds-oceans-wildfires-oh-my-how-machine-learning-is-changing-climate-research/,"Machine Learning"
479,14,2020-01-26,https://qz.com/1791222/how-artificial-intelligence-provided-early-warning-of-wuhan-virus/,"Artificial Intelligence"
480,32,2020-01-26,https://www.cetpainfotech.com/blogs/scope-and-future-of-data-analytics-in-india/,"Data Analytics"
482,43,2020-01-26,https://analyticsindiamag.com/what-is-more-beneficial-to-get-data-science-jobs-certificates-or-projects/,Career
483,87,2020-01-26,https://datascience.berkeley.edu/about/what-is-data-science/,"Data Science"
484,39,2020-01-26,https://www.expresscomputer.in/industries/education/5-emerging-technologies-that-will-reform-education-in-2020/45091/,General
485,77,2020-01-26,https://www.freecodecamp.org/news/how-to-make-programming-a-daily-habit/amp/,Tools
486,93,2020-01-26,https://venturebeat.com/2020/01/23/amazon-explores-a-way-to-preserve-privacy-in-natural-language-processing/amp/,General
487,102,2020-01-26,https://techxplore.com/news/2020-01-facebook-ai-brushoff-robots.html,"Artificial Intelligence"
488,80,2020-01-26,https://gadgets.ndtv.com/science/news/iit-hyderabad-introduces-india-s-first-b-tech-in-artificial-intelligence-programme-1980185,General
489,44,2020-01-26,https://devblogs.microsoft.com/cppblog/cmake-linux-targeting-and-intellisense-improvements-in-visual-studio-2019-version-16-5-preview-2/,General
490,40,2020-01-26,https://www.freecodecamp.org/news/how-to-make-programming-a-daily-habit/,General
491,38,2020-01-26,https://www.kdnuggets.com/2020/01/decision-tree-algorithm-explained.html,Career
493,85,2020-01-26,https://www.forbes.com/sites/cognitiveworld/2020/01/26/operationalizing-ai/#175dd64033df,"Artificial Intelligence"
494,48,2020-01-27,https://towardsdatascience.com/top-10-technology-trends-for-2020-4a179fdd53b1,General
495,76,2020-01-27,https://news.microsoft.com/en-in/microsoft-highway-to-a-hundred-unicorns-selects-54-startups-from-tier-2-cities/?ocid=AID737942_LINKEDIN_oo_spl100001099696965,General
497,105,2020-01-27,https://economictimes.indiatimes.com/tech/ites/india-russia-explore-joint-development-of-it-products-ai-solutions/articleshow/73640882.cms,General
498,96,2020-01-27,https://medium.com/edureka/python-decorator-tutorial-bf7b21278564,General
499,69,2020-01-27,https://www.sciencedaily.com/releases/2019/10/191030151155.htm,"Artificial Intelligence"
500,75,2020-01-27,https://www.agorapulse.com/blog/linkedin-analytics/amp/,Career
501,6,2020-01-27,https://www.livemint.com/companies/start-ups/an-indian-fix-for-a-coding-niggle-goes-global-11580050246627.html,General
502,89,2020-01-27,https://www.blog.google/technology/ai/forecasting-earthquake-aftershock-locations-ai-assisted-science/,"Artificial Intelligence"
503,35,2020-01-27,https://link.springer.com/article/10.1007/s10639-018-9763-x,Mathematics
504,82,2020-01-27,https://www.theregister.co.uk/AMP/2020/01/21/ai_kaggle_contest_cheat/,General
507,77,2020-01-27,https://towardsdatascience.com/distillation-of-knowledge-in-neural-networks-cc02f79698b6?gi=e843c7458221,"Deep Learning"
508,72,2020-01-27,https://mambaout.com/achievements.html,General
509,95,2020-01-27,https://www.forbes.com/sites/louiscolumbus/2020/01/19/roundup-of-machine-learning-forecasts-and-market-estimates-2020/,"Machine Learning"
510,102,2020-01-27,https://insidebigdata.com/category/news-analysis/,"Data Science"
511,53,2020-01-27,"From Discover on Google https://www.space.com/antarctic-neutrino-mystery-deepens.html",General
512,73,2020-01-27,https://m.techxplore.com/news/2020-01-machine-ai-science.html,"Artificial Intelligence"
513,84,2020-01-27,https://towardsdatascience.com/this-google-scientist-teaches-ai-to-build-better-ai-8a8fcf6ea6b8?source=collection_home---4------2-----------------------,"Artificial Intelligence"
517,80,2020-01-27,https://www.analyticsvidhya.com/blog/2019/10/mathematics-behind-machine-learning/,General
518,103,2020-01-27,https://gadgets.ndtv.com/mobiles/news/motorola-razr-care-tips-prevent-display-damage-foldable-phone-2170520,General
521,44,2020-01-27,https://medium.com/better-programming/7-habits-of-highly-effective-programmers-563ee3b63f33,General
522,39,2020-01-27,https://timesofindia.indiatimes.com/blogs/toi-edit-page/how-technology-saved-chinas-economy-outsiders-focus-on-how-china-is-using-tech-to-create-a-surveillance-state-but-it-has-also-created-a-new-engine-of-growth/,Career
523,87,2020-01-27,https://towardsdatascience.com/5-hacky-tableau-techniques-cf3b039345ea,Tools
524,81,2020-01-27,https://qz.com/1791222/how-artificial-intelligence-provided-early-warning-of-wuhan-virus/?fbclid=IwAR27WJVlk9e4jt6cQxhe4wPnmIeX4Q_nsBSQFjZ9REBEnLVmT9Yrr6Y9CIM,"Artificial Intelligence"
525,88,2020-01-27,"From Discover on Google https://www.freecodecamp.org/news/how-to-make-programming-a-daily-habit/",General
526,78,2020-01-27,https://www.aithority.com/machine-learning/knime-on-amazon-web-services-now-available-to-productionize-ai-ml/,"Artificial Intelligence"
527,21,2020-01-27,https://towardsdatascience.com/neural-collaborative-filtering-96cef1009401?gi=cf621dc7a150,General
528,94,2020-01-27,https://qswownews.com/uitms-electrical-engineering-research-on-enhanced-volt-var-optimization-via-artificial-intelligence-ai-won-gold-award-at-the-2019-aceic/,"Artificial Intelligence"
529,43,2020-01-27,https://www.analyticsinsight.net/facial-recognition-technology-could-now-predict-and-improve-weather-forecasting/,General
530,68,2020-01-27,https://www.gadgetsnow.com/tech-news/indian-entities-facing-3-times-more-cyberattacks-than-global-average-report/articleshow/73670016.cms,General
